customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
117,Nance,Suttling,Female,75,Marketing Manager,Manufacturing,Mass Customer,No,15.0,35.0,185 Pennsylvania Way,4226.0,QLD,6.0,2017-02-25,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,2001-11-25
117,Nance,Suttling,Female,75,Marketing Manager,Manufacturing,Mass Customer,No,15.0,35.0,185 Pennsylvania Way,4226.0,QLD,6.0,2017-12-25,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2005-12-07
120,Sloan,Wagg,Male,80,Legal Assistant,Financial Services,High Net Worth,Yes,4.0,39.0,7 Carberry Crossing,2485.0,NSW,2.0,2017-06-20,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2013-09-16
120,Sloan,Wagg,Male,80,Legal Assistant,Financial Services,High Net Worth,Yes,4.0,39.0,7 Carberry Crossing,2485.0,NSW,2.0,2017-08-23,True,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-04-05
121,Myles,Pauncefort,Male,82,Graphic Designer,Manufacturing,Mass Customer,No,15.0,60.0,53 Talisman Trail,2097.0,NSW,9.0,2017-02-14,False,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
121,Myles,Pauncefort,Male,82,Graphic Designer,Manufacturing,Mass Customer,No,15.0,60.0,53 Talisman Trail,2097.0,NSW,9.0,2017-01-06,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09
121,Myles,Pauncefort,Male,82,Graphic Designer,Manufacturing,Mass Customer,No,15.0,60.0,53 Talisman Trail,2097.0,NSW,9.0,2017-08-21,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03
121,Myles,Pauncefort,Male,82,Graphic Designer,Manufacturing,Mass Customer,No,15.0,60.0,53 Talisman Trail,2097.0,NSW,9.0,2017-09-10,False,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10
122,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,38.0,5 Prairie Rose Road,4817.0,QLD,2.0,2017-08-30,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1994-08-10
122,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,38.0,5 Prairie Rose Road,4817.0,QLD,2.0,2017-12-22,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1994-08-10
122,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,38.0,5 Prairie Rose Road,4817.0,QLD,2.0,2017-06-03,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2008-03-19
122,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,38.0,5 Prairie Rose Road,4817.0,QLD,2.0,2017-10-04,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
122,Colver,Itter,Male,87,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,38.0,5 Prairie Rose Road,4817.0,QLD,2.0,2017-09-17,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,2008-03-19
123,Almeta,Kalinsky,Female,85,Analyst Programmer,Financial Services,High Net Worth,No,15.0,29.0,84 Florence Parkway,2516.0,NSW,8.0,2017-06-22,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28
123,Almeta,Kalinsky,Female,85,Analyst Programmer,Financial Services,High Net Worth,No,15.0,29.0,84 Florence Parkway,2516.0,NSW,8.0,2017-02-16,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
123,Almeta,Kalinsky,Female,85,Analyst Programmer,Financial Services,High Net Worth,No,15.0,29.0,84 Florence Parkway,2516.0,NSW,8.0,2017-02-09,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
123,Almeta,Kalinsky,Female,85,Analyst Programmer,Financial Services,High Net Worth,No,15.0,29.0,84 Florence Parkway,2516.0,NSW,8.0,2017-01-01,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-04-17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-10-09,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-03-07,False,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-03-18,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2011-01-10
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-10-08,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-26
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-06-30,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1993-07-20
124,Kath,Cunney,Female,27,Administrative Assistant II,Health,High Net Worth,Yes,5.0,22.0,739 Elmside Way,3074.0,VIC,8.0,2017-12-28,True,Approved,Solex,Road,medium,large,1777.8,820.78,1999-06-23
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-02-25,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-05-29,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-01-13,True,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-08-27,False,Cancelled,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-07-15,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-08-28,True,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-10-08,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-05-09,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-05-28,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
125,Darrelle,Antoniewski,Female,94,Computer Systems Analyst II,Property,Mass Customer,No,16.0,57.0,684 Northport Circle,2213.0,NSW,10.0,2017-05-10,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02
126,Norman,Cliff,Male,53,Administrative Officer,Health,Mass Customer,Yes,3.0,25.0,8 Hagan Hill,4508.0,QLD,4.0,2017-01-26,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02
126,Norman,Cliff,Male,53,Administrative Officer,Health,Mass Customer,Yes,3.0,25.0,8 Hagan Hill,4508.0,QLD,4.0,2017-12-19,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-10
126,Norman,Cliff,Male,53,Administrative Officer,Health,Mass Customer,Yes,3.0,25.0,8 Hagan Hill,4508.0,QLD,4.0,2017-10-15,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2015-08-02
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-01-03,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-12-07,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-03-03,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-01-21,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-09-11,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-06-09,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-02-11,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-06-07,True,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-11-27,False,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23
127,Merrili,Whitear,Female,81,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,0 Pearson Crossing,4405.0,QLD,1.0,2017-11-09,True,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10
128,Isidro,Cypler,Male,73,Systems Administrator III,Property,Mass Customer,Yes,12.0,40.0,10918 Merry Way,2452.0,NSW,5.0,2017-04-05,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2011-08-24
128,Isidro,Cypler,Male,73,Systems Administrator III,Property,Mass Customer,Yes,12.0,40.0,10918 Merry Way,2452.0,NSW,5.0,2017-08-15,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2013-06-09
128,Isidro,Cypler,Male,73,Systems Administrator III,Property,Mass Customer,Yes,12.0,40.0,10918 Merry Way,2452.0,NSW,5.0,2017-08-01,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2003-08-05
128,Isidro,Cypler,Male,73,Systems Administrator III,Property,Mass Customer,Yes,12.0,40.0,10918 Merry Way,2452.0,NSW,5.0,2017-05-05,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10
129,Weidar,Silkstone,Male,64,Financial Advisor,Financial Services,High Net Worth,Yes,19.0,32.0,97 Coolidge Trail,2142.0,NSW,9.0,2017-02-15,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2015-04-11
129,Weidar,Silkstone,Male,64,Financial Advisor,Financial Services,High Net Worth,Yes,19.0,32.0,97 Coolidge Trail,2142.0,NSW,9.0,2017-02-16,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22
129,Weidar,Silkstone,Male,64,Financial Advisor,Financial Services,High Net Worth,Yes,19.0,32.0,97 Coolidge Trail,2142.0,NSW,9.0,2017-01-12,True,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09
129,Weidar,Silkstone,Male,64,Financial Advisor,Financial Services,High Net Worth,Yes,19.0,32.0,97 Coolidge Trail,2142.0,NSW,9.0,2017-07-05,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2016-07-09
130,Raddy,Delete,Male,32,Chemical Engineer,Manufacturing,Mass Customer,No,1.0,20.0,58 Helena Hill,2205.0,NSW,7.0,2017-10-15,False,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16
130,Raddy,Delete,Male,32,Chemical Engineer,Manufacturing,Mass Customer,No,1.0,20.0,58 Helena Hill,2205.0,NSW,7.0,2017-02-02,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-04-19,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-06-08,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-01-16,True,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-02-11,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-05-21,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
131,Jana,Renyard,Female,57,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,352 Forster Place,4132.0,QLD,3.0,2017-05-24,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-03-21,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1992-10-11
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-02-10,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2011-05-07
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-12-23,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2001-11-25
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-07-11,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-16
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-12-05,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1997-01-25
132,Celesta,Willavoys,Female,5,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,12306 Lawn Street,2145.0,NSW,8.0,2017-03-11,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2002-03-22
133,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,Yes,16.0,40.0,19392 7th Trail,4744.0,QLD,1.0,2017-01-04,True,Approved,Solex,Standard,medium,medium,575.27,431.45,1993-10-02
133,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,Yes,16.0,40.0,19392 7th Trail,4744.0,QLD,1.0,2017-12-04,True,Approved,Solex,Standard,high,medium,1024.66,614.8,2013-03-12
133,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,Yes,16.0,40.0,19392 7th Trail,4744.0,QLD,1.0,2017-03-30,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1997-08-25
133,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,Yes,16.0,40.0,19392 7th Trail,4744.0,QLD,1.0,2017-01-19,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1997-08-25
133,Eldridge,Fiddeman,Male,12,VP Accounting,Financial Services,Mass Customer,Yes,16.0,40.0,19392 7th Trail,4744.0,QLD,1.0,2017-05-21,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2004-08-17
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-09-06,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1992-10-02
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-12-16,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2015-06-17
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-10-10,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-02-16,False,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-02-03,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2012-05-18
134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,1605 Northfield Junction,2158.0,NSW,11.0,2017-02-07,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-11-09
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-01-09,False,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-05-25,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-04-24,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-08-10,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-09-06,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-02-23,False,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
135,Rosalia,Sigart,Female,18,Internal Auditor,IT,Mass Customer,No,3.0,42.0,9674 Graceland Junction,3201.0,VIC,6.0,2017-01-27,True,Cancelled,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-01-13,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-29
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-07-09,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1993-06-23
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-10-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2011-03-16
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-04-20,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-07-08,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-11-05
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-07-16,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-12-10,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2004-01-16
136,Mel,Bennet,Male,46,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,44.0,638 Thackeray Junction,4178.0,QLD,3.0,2017-10-05,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1995-10-24
137,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,No,10.0,30.0,869 Forster Circle,2112.0,NSW,10.0,2017-03-25,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25
137,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,No,10.0,30.0,869 Forster Circle,2112.0,NSW,10.0,2017-12-03,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15
137,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,No,10.0,30.0,869 Forster Circle,2112.0,NSW,10.0,2017-01-26,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10
137,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,No,10.0,30.0,869 Forster Circle,2112.0,NSW,10.0,2017-07-25,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06
137,Vaughn,Artin,Male,27,Office Assistant II,Property,High Net Worth,No,10.0,30.0,869 Forster Circle,2112.0,NSW,10.0,2017-03-18,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-07-25,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1996-11-09
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-01-01,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-08-10,False,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-05-08,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1993-04-20
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-09-26,True,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-07-24,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2013-06-09
138,Onofredo,Franc,Male,5,Recruiter,Financial Services,Affluent Customer,Yes,13.0,32.0,0 Golden Leaf Crossing,2033.0,NSW,9.0,2017-10-27,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2009-04-12
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-02-17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-01-07,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-06-15,True,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-12-27,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-04-30,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10
140,Morrie,Flaxon,Male,9,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,23.0,829 Washington Crossing,3186.0,VIC,9.0,2017-06-01,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28
141,Townsend,Trobe,Male,67,Teacher,Financial Services,High Net Worth,Yes,10.0,63.0,585 Loomis Court,2097.0,NSW,11.0,2017-05-05,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09
141,Townsend,Trobe,Male,67,Teacher,Financial Services,High Net Worth,Yes,10.0,63.0,585 Loomis Court,2097.0,NSW,11.0,2017-07-24,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1996-11-09
141,Townsend,Trobe,Male,67,Teacher,Financial Services,High Net Worth,Yes,10.0,63.0,585 Loomis Court,2097.0,NSW,11.0,2017-05-12,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1999-12-04
142,Bentley,Fortesquieu,Male,57,Quality Engineer,Health,Affluent Customer,No,17.0,50.0,68063 Blue Bill Park Center,3058.0,VIC,9.0,2017-07-06,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25
